date,product,category,region,quantity,price,revenue
2022-09-29,Power Bank,Accessories,Makassar,3,403500,1210500
2022-09-29,Laptop Gaming,Electronics,Yogyakarta,1,13800695,13800695
2022-09-29,External SSD 1TB,Storage,Bandung,2,1955578,3911156
2022-09-29,"Monitor 27""",Electronics,Medan,1,3412175,3412175
2022-09-29,Mechanical Keyboard,Accessories,Yogyakarta,1,1099387,1099387
2022-09-29,Webcam HD,Accessories,Yogyakarta,1,781966,781966
2022-09-29,Webcam HD,Accessories,Jakarta,3,816032,2448096
2022-09-29,External SSD 1TB,Storage,Medan,2,1804914,3609828
2022-09-29,Wireless Headphones,Accessories,Yogyakarta,2,1558362,3116724
2022-09-29,Wireless Headphones,Accessories,Jakarta,1,1366645,1366645
2022-09-29,"Tablet 10""",Electronics,Semarang,3,4784540,14353620
2022-09-29,Laptop Office,Electronics,Surabaya,1,8510768,8510768
2022-09-29,Laptop Gaming,Electronics,Yogyakarta,3,13739681,41219043
2022-09-29,USB Hub,Accessories,Jakarta,2,321329,642658
2022-09-29,Laptop Gaming,Electronics,Bandung,1,13775688,13775688
2022-09-29,Smartphone Lite,Electronics,Medan,1,4267563,4267563
2022-09-29,"Tablet 10""",Electronics,Surabaya,1,4860788,4860788
2022-09-30,External SSD 1TB,Storage,Medan,3,1675039,5025117
2022-09-30,Webcam HD,Accessories,Semarang,1,730586,730586
2022-09-30,RAM 16GB,Components,Semarang,5,1131825,5659125
2022-09-30,Laptop Gaming,Electronics,Medan,1,13883561,13883561
2022-09-30,Gaming Mouse,Accessories,Surabaya,2,481240,962480
2022-09-30,Mechanical Keyboard,Accessories,Makassar,2,1203451,2406902
2022-09-30,Smart Watch,Electronics,Makassar,3,2544379,7633137
2022-09-30,Wireless Headphones,Accessories,Makassar,2,1586960,3173920
2022-09-30,Smart Watch,Electronics,Bandung,1,2578119,2578119
2022-09-30,Smartphone Lite,Electronics,Jakarta,1,4087006,4087006
2022-09-30,Smart Watch,Electronics,Semarang,1,2455891,2455891
2022-09-30,Smartphone Pro,Electronics,Medan,1,11937140,11937140
2022-09-30,USB Hub,Accessories,Bandung,4,294871,1179484
2022-09-30,"Tablet 10""",Electronics,Jakarta,1,5342166,5342166
2022-09-30,Mechanical Keyboard,Accessories,Medan,1,1135200,1135200
2022-09-30,USB Hub,Accessories,Yogyakarta,1,270343,270343
2022-09-30,Gaming Mouse,Accessories,Semarang,2,515131,1030262
2022-09-30,"Tablet 10""",Electronics,Yogyakarta,3,4702462,14107386
2022-09-30,RAM 16GB,Components,Makassar,2,1293627,2587254
2022-09-30,"Tablet 10""",Electronics,Bandung,4,5359046,21436184
2022-09-30,"Tablet 10""",Electronics,Bandung,2,4576727,9153454
2022-09-30,Laptop Office,Electronics,Bandung,1,7370221,7370221
2022-09-30,RAM 16GB,Components,Bandung,1,1198841,1198841
2022-09-30,Laptop Office,Electronics,Medan,3,8174756,24524268
2022-09-30,Gaming Mouse,Accessories,Semarang,2,477490,954980
2022-09-30,Power Bank,Accessories,Medan,2,417343,834686
2022-09-30,Wireless Headphones,Accessories,Yogyakarta,3,1528474,1963079
2022-09-30,Smart Watch,Electronics,Medan,4,2412412,9649648
2022-09-30,External SSD 1TB,Storage,Yogyakarta,1,1629133,1629133
2022-09-30,Gaming Mouse,Accessories,Semarang,2,525015,1050030
2022-09-30,Smartphone Pro,Electronics,Surabaya,1,11315408,11315408
2022-09-30,Smart Watch,Electronics,Bandung,1,2667236,2667236
2022-09-30,Wireless Headphones,Accessories,Semarang,1,1476087,1476087
2022-09-30,Wireless Headphones,Accessories,Semarang,3,1523123,4569369
2022-10-01,Smartphone Pro,Electronics,Jakarta,1,12872695,12872695
2022-10-01,"Tablet 10""",Electronics,Medan,1,4871519,4871519
2022-10-01,"Tablet 10""",Electronics,Yogyakarta,1,4708888,4708888
2022-10-01,Mechanical Keyboard,Accessories,Yogyakarta,1,1266035,1266035
2022-10-01,Mechanical Keyboard,Accessories,Surabaya,1,1183939,1183939
2022-10-01,Laptop Office,Electronics,Bandung,1,7507267,7507267
2022-10-01,USB Hub,Accessories,Semarang,3,324265,972795
2022-10-01,Smartphone Lite,Electronics,Semarang,2,3758483,7516966
2022-10-01,Wireless Headphones,Accessories,Semarang,1,1357742,1357742
2022-10-01,USB Hub,Accessories,Medan,4,271216,1084864
2022-10-01,Smart Watch,Electronics,Medan,1,2561157,2561157
2022-10-01,RAM 16GB,Components,Makassar,1,1238802,1238802
2022-10-01,RAM 16GB,Components,Makassar,1,1154650,1154650
2022-10-01,Mechanical Keyboard,Accessories,Semarang,2,1156802,2313604
2022-10-01,"Tablet 10""",Electronics,Semarang,3,4839493,14518479
2022-10-01,Webcam HD,Accessories,Medan,1,828825,828825
2022-10-01,"Monitor 27""",Electronics,Medan,1,3190693,3190693
2022-10-01,Gaming Mouse,Accessories,Makassar,1,542911,542911
2022-10-01,Smartphone Lite,Electronics,Jakarta,1,3778016,3778016
2022-10-01,USB Hub,Accessories,Surabaya,4,329980,1319920
2022-10-01,"Monitor 27""",Electronics,Semarang,1,3270065,3270065
2022-10-01,External SSD 1TB,Storage,Makassar,1,1897756,1897756
2022-10-01,Wireless Headphones,Accessories,Yogyakarta,1,1417023,1417023
2022-10-01,USB Hub,Accessories,Yogyakarta,1,274850,274850
2022-10-01,Smartphone Pro,Electronics,Yogyakarta,1,12899839,12899839
2022-10-01,Smartphone Pro,Electronics,Surabaya,1,12861003,12861003
2022-10-01,Wireless Headphones,Accessories,Medan,1,1471071,1471071
2022-10-01,Smartphone Lite,Electronics,Yogyakarta,2,4161916,8323832
2022-10-01,Smart Watch,Electronics,Semarang,1,2528532,2528532
2022-10-01,Webcam HD,Accessories,Jakarta,2,856472,1712944
2022-10-01,External SSD 1TB,Storage,Surabaya,2,1733420,3466840
2022-10-01,RAM 16GB,Components,Semarang,2,1205681,2411362
2022-10-01,"Tablet 10""",Electronics,Medan,3,4985372,14956116
2022-10-01,Gaming Mouse,Accessories,Bandung,1,485390,485390
2022-10-01,Webcam HD,Accessories,Makassar,2,862632,1725264
2022-10-01,Laptop Gaming,Electronics,Medan,5,13997633,69988165
2022-10-01,Smartphone Pro,Electronics,Yogyakarta,2,11158820,22317640
2022-10-01,External SSD 1TB,Storage,Medan,2,1827687,3655374
2022-10-01,Webcam HD,Accessories,Bandung,4,825199,3300796
2022-10-01,Webcam HD,Accessories,Jakarta,3,751139,2253417
2022-10-01,RAM 16GB,Components,Yogyakarta,1,1173772,1173772
2022-10-01,USB Hub,Accessories,Jakarta,2,326793,653586
2022-10-01,"Monitor 27""",Electronics,Bandung,4,3322632,13290528
2022-10-01,Gaming Mouse,Accessories,Bandung,3,516836,1550508
2022-10-01,"Tablet 10""",Electronics,Makassar,1,5240149,5240149
2022-10-01,Smartphone Lite,Electronics,Jakarta,2,3958502,7917004
2022-10-01,"Monitor 27""",Electronics,Medan,1,3806268,3806268
2022-10-01,Webcam HD,Accessories,Medan,2,837865,1675730
2022-10-01,Webcam HD,Accessories,Yogyakarta,1,793267,793267
2022-10-01,RAM 16GB,Components,Medan,4,1216640,4866560
2022-10-01,Webcam HD,Accessories,Makassar,4,830818,3323272
2022-10-01,"Monitor 27""",Electronics,Semarang,3,3564533,10693599
2022-10-01,Smart Watch,Electronics,Jakarta,1,2689348,2689348
2022-10-01,Laptop Office,Electronics,Yogyakarta,1,7771021,7771021
2022-10-01,Wireless Headphones,Accessories,Bandung,1,1439965,3715023
2022-10-01,Smartphone Pro,Electronics,Surabaya,1,11313213,11313213
2022-10-01,Power Bank,Accessories,Semarang,3,363022,1089066
2022-10-01,Smartphone Lite,Electronics,Jakarta,2,3634411,7268822
2022-10-01,Webcam HD,Accessories,Medan,2,859208,1718416
2022-10-01,Laptop Gaming,Electronics,Makassar,1,15535179,15535179
2022-10-01,Smart Watch,Electronics,Yogyakarta,1,2580266,2580266
2022-10-01,Laptop Office,Electronics,Jakarta,1,8183428,8183428
2022-10-01,Smart Watch,Electronics,Semarang,3,2674609,8023827
2022-10-02,RAM 16GB,Components,Medan,1,1288898,1288898
2022-10-02,Smart Watch,Electronics,Jakarta,2,2429722,4859444
2022-10-02,External SSD 1TB,Storage,Makassar,1,1953614,1953614
2022-10-02,USB Hub,Accessories,Medan,5,311919,1559595
2022-10-02,Gaming Mouse,Accessories,Surabaya,3,475717,1427151
2022-10-02,Power Bank,Accessories,Yogyakarta,3,405126,1215378
2022-10-02,"Tablet 10""",Electronics,Surabaya,2,5033030,10066060
2022-10-02,RAM 16GB,Components,Medan,3,1113095,3339285
2022-10-02,Laptop Office,Electronics,Bandung,1,8145988,8145988
2022-10-02,External SSD 1TB,Storage,Jakarta,1,1733322,1733322
2022-10-02,Laptop Office,Electronics,Semarang,1,7283758,7283758
2022-10-02,External SSD 1TB,Storage,Surabaya,2,1961516,9937191
2022-10-02,Smart Watch,Electronics,Jakarta,1,2570745,2570745
2022-10-02,Webcam HD,Accessories,Semarang,1,860307,860307
2022-10-02,"Monitor 27""",Electronics,Semarang,1,3623239,3623239
2022-10-02,Smartphone Lite,Electronics,Semarang,1,3885586,3885586
2022-10-02,Laptop Office,Electronics,Jakarta,1,8020300,8020300
2022-10-02,Gaming Mouse,Accessories,Semarang,2,517574,2691698
2022-10-02,Smartphone Lite,Electronics,Makassar,1,4368201,4368201
2022-10-02,Smartphone Lite,Electronics,Bandung,1,3802935,3802935
2022-10-02,Smartphone Pro,Electronics,Bandung,2,12899944,25799888
2022-10-02,Smartphone Pro,Electronics,Surabaya,2,13017786,26035572
2022-10-02,Laptop Office,Electronics,Medan,1,8272664,8272664
2022-10-02,Webcam HD,Accessories,Makassar,1,869002,869002
2022-10-02,Smart Watch,Electronics,Medan,2,2448939,4897878
2022-10-02,Mechanical Keyboard,Accessories,Yogyakarta,2,1308723,2617446
2022-10-02,Laptop Office,Electronics,Jakarta,1,8324452,8324452
2022-10-02,RAM 16GB,Components,Yogyakarta,1,1090081,1090081
2022-10-02,Power Bank,Accessories,Surabaya,2,432549,865098
2022-10-02,Webcam HD,Accessories,Bandung,1,797515,797515
2022-10-02,Smartphone Lite,Electronics,Yogyakarta,2,3968261,7936522
2022-10-02,Smartphone Pro,Electronics,Jakarta,1,12159519,12159519
2022-10-02,Smartphone Pro,Electronics,Bandung,1,11158522,11158522
2022-10-02,Laptop Office,Electronics,Bandung,1,7950665,7950665
2022-10-02,Smartphone Lite,Electronics,Semarang,2,4264901,8529802
2022-10-02,Laptop Gaming,Electronics,Makassar,1,13546447,13546447
2022-10-02,"Monitor 27""",Electronics,Semarang,1,3341042,3341042
2022-10-02,Wireless Headphones,Accessories,Bandung,1,1350736,1350736
2022-10-02,Laptop Gaming,Electronics,Surabaya,2,14747133,29494266
2022-10-02,"Monitor 27""",Electronics,Medan,1,3659820,3659820
2022-10-02,Laptop Gaming,Electronics,Bandung,1,15896315,15896315
2022-10-02,Gaming Mouse,Accessories,Semarang,1,544518,544518
2022-10-02,Laptop Gaming,Electronics,Jakarta,2,15325513,30651026
2022-10-02,USB Hub,Accessories,Bandung,1,285277,285277
2022-10-02,Power Bank,Accessories,Surabaya,1,433931,433931
2022-10-02,Wireless Headphones,Accessories,Jakarta,1,1582594,1582594
2022-10-02,Mechanical Keyboard,Accessories,Medan,4,1217862,4871448
2022-10-02,USB Hub,Accessories,Semarang,2,311738,623476
2022-10-02,Smartphone Pro,Electronics,Jakarta,2,13018359,26036718
2022-10-02,Power Bank,Accessories,Surabaya,2,416991,833982
2022-10-02,Laptop Gaming,Electronics,Surabaya,1,14605123,14605123
2022-10-02,Laptop Office,Electronics,Medan,3,8340845,25022535
2022-10-02,Smart Watch,Electronics,Jakarta,1,2270139,2270139
2022-10-02,Laptop Office,Electronics,Bandung,3,7818264,23454792
2022-10-02,Laptop Gaming,Electronics,Bandung,1,14718969,14718969
2022-10-03,Laptop Office,Electronics,Semarang,1,7236936,7236936
2022-10-03,Power Bank,Accessories,Yogyakarta,1,370670,370670
2022-10-03,Laptop Office,Electronics,Semarang,2,8247394,16494788
2022-10-03,Gaming Mouse,Accessories,Yogyakarta,1,530228,530228
2022-10-03,Power Bank,Accessories,Makassar,1,439056,439056
2022-10-03,"Monitor 27""",Electronics,Semarang,1,3392454,3392454
2022-10-03,Laptop Office,Electronics,Yogyakarta,1,8159006,8159006
2022-10-03,"Tablet 10""",Electronics,Semarang,3,5437144,16311432
2022-10-03,Webcam HD,Accessories,Makassar,1,746726,746726
2022-10-03,USB Hub,Accessories,Semarang,1,313058,313058
2022-10-03,"Monitor 27""",Electronics,Jakarta,1,3678485,3678485
2022-10-03,Laptop Office,Electronics,Bandung,5,7342360,36711800
2022-10-03,Power Bank,Accessories,Medan,4,428899,1715596
2022-10-03,RAM 16GB,Components,Medan,2,1275145,2550290
2022-10-03,Smart Watch,Electronics,Surabaya,1,2266701,2266701
2022-10-03,"Tablet 10""",Electronics,Jakarta,2,4591084,9182168
2022-10-03,Mechanical Keyboard,Accessories,Jakarta,1,1091790,1091790
2022-10-03,Mechanical Keyboard,Accessories,Medan,1,1160338,1160338
2022-10-03,Power Bank,Accessories,Jakarta,4,400743,1602972
2022-10-03,Smartphone Pro,Electronics,Makassar,3,12077634,36232902
2022-10-03,Laptop Gaming,Electronics,Surabaya,1,14303000,14303000
2022-10-03,"Tablet 10""",Electronics,Medan,1,5411596,5411596
2022-10-03,Mechanical Keyboard,Accessories,Surabaya,2,1168383,2336766
2022-10-03,External SSD 1TB,Storage,Bandung,1,1636398,1636398
2022-10-03,USB Hub,Accessories,Makassar,2,288013,576026
2022-10-03,"Tablet 10""",Electronics,Yogyakarta,2,5031109,10062218
2022-10-03,Smartphone Lite,Electronics,Surabaya,1,3926577,3926577
2022-10-03,Mechanical Keyboard,Accessories,Surabaya,4,1145722,4582888
2022-10-04,Smartphone Lite,Electronics,Medan,2,4255331,8510662
2022-10-04,Smart Watch,Electronics,Yogyakarta,2,2748072,1929076
2022-10-04,Webcam HD,Accessories,Semarang,1,772726,772726
2022-10-04,Gaming Mouse,Accessories,Makassar,1,488162,488162
2022-10-04,"Tablet 10""",Electronics,Bandung,3,5118037,15354111
2022-10-04,"Tablet 10""",Electronics,Makassar,1,5218441,5218441
2022-10-04,"Monitor 27""",Electronics,Medan,1,3424420,3424420
2022-10-04,RAM 16GB,Components,Surabaya,2,1297183,2594366
2022-10-04,Webcam HD,Accessories,Medan,1,809600,809600
2022-10-04,USB Hub,Accessories,Surabaya,1,297023,297023
2022-10-04,Mechanical Keyboard,Accessories,Yogyakarta,1,1235201,1235201
2022-10-04,Smartphone Lite,Electronics,Jakarta,3,4362243,13086729
2022-10-04,Gaming Mouse,Accessories,Jakarta,2,529455,1058910
2022-10-04,Gaming Mouse,Accessories,Yogyakarta,1,454001,454001
2022-10-04,Laptop Gaming,Electronics,Surabaya,1,14496929,14496929
2022-10-04,Laptop Office,Electronics,Bandung,1,7952871,7952871
2022-10-04,Smart Watch,Electronics,Yogyakarta,2,2407258,4814516
2022-10-04,Gaming Mouse,Accessories,Yogyakarta,1,520018,520018
2022-10-04,"Monitor 27""",Electronics,Surabaya,2,3728388,7456776
2022-10-04,Smartphone Lite,Electronics,Bandung,1,4185076,4185076
2022-10-04,"Tablet 10""",Electronics,Jakarta,1,5489333,5489333
2022-10-04,External SSD 1TB,Storage,Bandung,4,1718117,6872468
2022-10-04,Smartphone Lite,Electronics,Surabaya,1,4299991,4299991
2022-10-04,Laptop Office,Electronics,Bandung,1,8426596,8426596
2022-10-04,Smart Watch,Electronics,Makassar,2,2431089,4862178
2022-10-04,Wireless Headphones,Accessories,Yogyakarta,1,1570237,1570237
2022-10-04,Power Bank,Accessories,Semarang,1,368326,368326
2022-10-04,"Tablet 10""",Electronics,Bandung,1,5289333,5289333
2022-10-05,Gaming Mouse,Accessories,Bandung,1,479229,479229
2022-10-05,Laptop Office,Electronics,Medan,1,8249243,8249243
2022-10-05,"Tablet 10""",Electronics,Surabaya,3,5141619,15424857
2022-10-05,Smart Watch,Electronics,Surabaya,1,2354743,2354743
2022-10-05,Webcam HD,Accessories,Medan,2,724863,1449726
2022-10-05,Smartphone Pro,Electronics,Bandung,1,11840694,11840694
2022-10-05,Smartphone Lite,Electronics,Makassar,2,4055609,8111218
2022-10-05,Smart Watch,Electronics,Makassar,1,2688302,2688302
2022-10-05,RAM 16GB,Components,Jakarta,1,1302772,1302772
2022-10-05,Laptop Gaming,Electronics,Bandung,1,15086415,15086415
2022-10-05,Wireless Headphones,Accessories,Yogyakarta,5,1576141,7880705
2022-10-05,"Monitor 27""",Electronics,Makassar,1,3457512,3457512
2022-10-05,Smartphone Pro,Electronics,Jakarta,4,12590597,50362388
2022-10-05,Wireless Headphones,Accessories,Makassar,4,1411440,5645760
2022-10-05,Smartphone Pro,Electronics,Jakarta,1,11690555,11690555
2022-10-05,Laptop Gaming,Electronics,Bandung,2,15402683,30805366
2022-10-05,Gaming Mouse,Accessories,Surabaya,5,451815,2259075
2022-10-05,External SSD 1TB,Storage,Yogyakarta,1,1880086,1880086
2022-10-05,Gaming Mouse,Accessories,Semarang,4,533553,2134212
2022-10-05,Laptop Gaming,Electronics,Bandung,5,14697424,73487120
2022-10-05,USB Hub,Accessories,Semarang,1,296876,296876
2022-10-05,External SSD 1TB,Storage,Jakarta,2,1926461,3852922
2022-10-05,Gaming Mouse,Accessories,Medan,3,527565,1582695
2022-10-05,Smartphone Lite,Electronics,Makassar,2,3830519,7661038
2022-10-05,Laptop Office,Electronics,Yogyakarta,3,7718361,23155083
2022-10-05,RAM 16GB,Components,Makassar,1,1242930,1242930
2022-10-05,External SSD 1TB,Storage,Jakarta,2,1822751,3645502
2022-10-05,Gaming Mouse,Accessories,Medan,1,466222,466222
2022-10-05,Laptop Office,Electronics,Jakarta,1,7695887,16659209
2022-10-05,Smartphone Pro,Electronics,Medan,2,12959959,25919918
2022-10-05,Laptop Gaming,Electronics,Jakarta,1,15564523,15564523
2022-10-05,Smartphone Pro,Electronics,Makassar,4,13166338,52665352
2022-10-05,Smart Watch,Electronics,Yogyakarta,3,2633506,7900518
2022-10-06,Power Bank,Accessories,Surabaya,2,377295,754590
2022-10-06,Laptop Office,Electronics,Medan,4,8434375,33737500
2022-10-06,Smart Watch,Electronics,Makassar,1,2260108,2260108
2022-10-06,"Monitor 27""",Electronics,Yogyakarta,1,3619532,3619532
2022-10-06,Mechanical Keyboard,Accessories,Makassar,2,1192627,2385254
2022-10-06,Webcam HD,Accessories,Medan,3,775481,2326443
2022-10-06,"Monitor 27""",Electronics,Jakarta,3,3753683,11261049
2022-10-06,USB Hub,Accessories,Yogyakarta,1,321256,321256
2022-10-06,"Tablet 10""",Electronics,Semarang,1,4522301,4522301
2022-10-06,Mechanical Keyboard,Accessories,Surabaya,1,1226281,1226281
2022-10-06,External SSD 1TB,Storage,Jakarta,3,1752419,5257257
2022-10-06,External SSD 1TB,Storage,Surabaya,5,1769637,8848185
2022-10-06,"Monitor 27""",Electronics,Semarang,2,3732428,7464856
2022-10-06,Webcam HD,Accessories,Medan,2,769574,1539148
2022-10-06,Wireless Headphones,Accessories,Surabaya,2,1632914,3265828
2022-10-06,Smart Watch,Electronics,Yogyakarta,3,2339816,7019448
2022-10-06,Webcam HD,Accessories,Jakarta,2,826035,1652070
2022-10-06,Wireless Headphones,Accessories,Medan,1,1551631,1551631
2022-10-06,USB Hub,Accessories,Yogyakarta,3,285131,855393
2022-10-06,Power Bank,Accessories,Jakarta,1,385980,385980
2022-10-06,Mechanical Keyboard,Accessories,Jakarta,1,1280351,1280351
2022-10-06,Wireless Headphones,Accessories,Semarang,2,1578541,3157082
2022-10-06,USB Hub,Accessories,Yogyakarta,2,289745,579490
2022-10-06,"Tablet 10""",Electronics,Jakarta,3,5033956,15101868
2022-10-06,Smartphone Lite,Electronics,Semarang,1,3649344,3649344
2022-10-06,Laptop Gaming,Electronics,Yogyakarta,3,14126237,42378711
2022-10-06,"Monitor 27""",Electronics,Medan,2,3490074,6980148
2022-10-06,Gaming Mouse,Accessories,Medan,2,458597,917194
2022-10-06,Smartphone Lite,Electronics,Medan,1,4274665,4274665
2022-10-06,Laptop Gaming,Electronics,Jakarta,4,15654018,62616072
2022-10-06,RAM 16GB,Components,Makassar,1,1306472,1306472
2022-10-06,"Tablet 10""",Electronics,Surabaya,1,5193466,5193466
2022-10-06,Gaming Mouse,Accessories,Jakarta,1,544040,544040
2022-10-06,"Monitor 27""",Electronics,Yogyakarta,1,3538158,3538158
2022-10-06,"Tablet 10""",Electronics,Makassar,1,5100218,5100218
2022-10-06,Wireless Headphones,Accessories,Surabaya,5,1643091,8215455
2022-10-06,Wireless Headphones,Accessories,Surabaya,1,1542638,1542638
2022-10-06,RAM 16GB,Components,Yogyakarta,1,1087388,1087388
2022-10-06,Mechanical Keyboard,Accessories,Bandung,3,1253712,3761136
2022-10-07,Laptop Gaming,Electronics,Medan,3,15886740,47660220
2022-10-07,Smart Watch,Electronics,Yogyakarta,2,2541916,5083832
2022-10-07,Wireless Headphones,Accessories,Yogyakarta,1,1551391,1551391
2022-10-07,"Tablet 10""",Electronics,Semarang,2,5490191,10980382
2022-10-07,Wireless Headphones,Accessories,Bandung,2,1377198,2754396
2022-10-07,Laptop Office,Electronics,Yogyakarta,1,8267591,8267591
2022-10-07,External SSD 1TB,Storage,Medan,2,1722023,3444046
2022-10-07,RAM 16GB,Components,Jakarta,2,1233621,2467242
2022-10-07,USB Hub,Accessories,Surabaya,1,306457,306457
2022-10-07,Power Bank,Accessories,Yogyakarta,1,372276,372276
2022-10-07,USB Hub,Accessories,Makassar,4,282404,1129616
2022-10-07,USB Hub,Accessories,Bandung,3,307297,921891
2022-10-07,Smart Watch,Electronics,Medan,1,2314114,2314114
2022-10-07,Mechanical Keyboard,Accessories,Makassar,1,1143643,1143643
2022-10-07,Webcam HD,Accessories,Surabaya,1,853639,853639
2022-10-07,USB Hub,Accessories,Medan,2,289625,579250
2022-10-07,Laptop Gaming,Electronics,Jakarta,1,14964180,14964180
2022-10-07,Wireless Headphones,Accessories,Surabaya,2,1632342,3264684
2022-10-07,"Tablet 10""",Electronics,Bandung,1,4727149,4727149
2022-10-07,Mechanical Keyboard,Accessories,Semarang,3,1173510,3520530
2022-10-07,"Monitor 27""",Electronics,Surabaya,1,3574520,3574520
2022-10-07,USB Hub,Accessories,Medan,4,315320,1261280
2022-10-07,External SSD 1TB,Storage,Bandung,1,1944595,1944595
2022-10-07,Gaming Mouse,Accessories,Medan,1,541547,541547
2022-10-07,External SSD 1TB,Storage,Makassar,1,1899590,1899590
2022-10-07,Wireless Headphones,Accessories,Surabaya,1,1418499,1418499
2022-10-07,Smartphone Lite,Electronics,Jakarta,1,3619847,3619847
2022-10-07,"Monitor 27""",Electronics,Surabaya,2,3418641,6837282
2022-10-07,Mechanical Keyboard,Accessories,Medan,1,1113971,1113971
2022-10-07,Smart Watch,Electronics,Yogyakarta,1,2605193,2605193
2022-10-07,Smartphone Lite,Electronics,Jakarta,2,4128904,8257808
2022-10-07,"Tablet 10""",Electronics,Jakarta,1,4543971,4543971
2022-10-07,Mechanical Keyboard,Accessories,Medan,1,1280782,1280782
2022-10-07,Laptop Gaming,Electronics,Yogyakarta,5,14246229,71231145
2022-10-07,External SSD 1TB,Storage,Makassar,3,1775601,5326803
2022-10-07,Power Bank,Accessories,Makassar,1,413434,413434
2022-10-07,USB Hub,Accessories,Yogyakarta,1,295765,295765
2022-10-07,Power Bank,Accessories,Semarang,1,395303,395303
2022-10-08,Laptop Gaming,Electronics,Jakarta,2,14704330,29408660
2022-10-08,Smartphone Lite,Electronics,Jakarta,1,4211878,4211878
2022-10-08,External SSD 1TB,Storage,Jakarta,1,1949463,1949463
2022-10-08,Webcam HD,Accessories,Semarang,1,786159,786159
2022-10-08,External SSD 1TB,Storage,Medan,4,1772490,7089960
2022-10-08,RAM 16GB,Components,Medan,1,1248630,1248630
2022-10-08,Wireless Headphones,Accessories,Bandung,3,1632831,4898493
2022-10-08,Wireless Headphones,Accessories,Jakarta,1,1430118,1430118
2022-10-08,Smartphone Lite,Electronics,Jakarta,1,3952115,3952115
2022-10-08,Webcam HD,Accessories,Bandung,1,847355,847355
2022-10-08,Smartphone Lite,Electronics,Jakarta,1,4087754,4087754
2022-10-08,Laptop Office,Electronics,Makassar,4,7376938,29507752
2022-10-08,Smartphone Lite,Electronics,Surabaya,2,4102186,8204372
2022-10-08,Power Bank,Accessories,Yogyakarta,1,374939,374939
2022-10-08,Smartphone Pro,Electronics,Semarang,1,12024518,12024518
2022-10-08,Smart Watch,Electronics,Semarang,1,2514551,2514551
2022-10-08,Laptop Office,Electronics,Bandung,1,8601925,8601925
2022-10-08,Wireless Headphones,Accessories,Jakarta,2,1488748,2977496
2022-10-08,Smartphone Pro,Electronics,Jakarta,1,11470661,32067861
2022-10-08,Gaming Mouse,Accessories,Bandung,1,473096,473096
2022-10-08,USB Hub,Accessories,Bandung,5,322455,1612275
2022-10-08,"Tablet 10""",Electronics,Surabaya,3,4671010,14013030
2022-10-08,Laptop Office,Electronics,Medan,4,7881389,31525556
2022-10-08,"Tablet 10""",Electronics,Bandung,2,4687173,9374346
2022-10-08,USB Hub,Accessories,Yogyakarta,1,316398,316398
2022-10-08,Smart Watch,Electronics,Surabaya,2,2487186,4974372
2022-10-08,Webcam HD,Accessories,Bandung,1,776182,776182
2022-10-08,Power Bank,Accessories,Surabaya,1,388887,388887
2022-10-08,USB Hub,Accessories,Yogyakarta,1,321132,321132
2022-10-08,RAM 16GB,Components,Surabaya,4,1212905,4851620
2022-10-08,Mechanical Keyboard,Accessories,Bandung,1,1252288,1252288
2022-10-08,"Monitor 27""",Electronics,Yogyakarta,1,3777926,3777926
2022-10-08,"Monitor 27""",Electronics,Semarang,2,3781219,7562438
2022-10-08,Smart Watch,Electronics,Bandung,3,2414254,7242762
2022-10-08,Power Bank,Accessories,Medan,2,436196,872392
2022-10-08,USB Hub,Accessories,Jakarta,2,271492,542984
2022-10-08,External SSD 1TB,Storage,Bandung,2,1755660,3511320
2022-10-08,Power Bank,Accessories,Bandung,3,431663,1294989
2022-10-08,"Tablet 10""",Electronics,Surabaya,1,4774636,4774636
2022-10-08,Smartphone Lite,Electronics,Surabaya,3,3818465,34005738
2022-10-08,"Tablet 10""",Electronics,Yogyakarta,3,4802622,14407866
2022-10-08,External SSD 1TB,Storage,Bandung,2,1840432,3680864
2022-10-08,Wireless Headphones,Accessories,Yogyakarta,1,1481499,1481499
2022-10-08,Laptop Office,Electronics,Medan,2,8362775,16725550
2022-10-08,Webcam HD,Accessories,Jakarta,2,863185,1726370
2022-10-08,Smart Watch,Electronics,Jakarta,2,2587099,5174198
2022-10-09,External SSD 1TB,Storage,Surabaya,4,1955765,7823060
2022-10-09,Gaming Mouse,Accessories,Bandung,1,476449,476449
2022-10-09,Smart Watch,Electronics,Makassar,1,2324947,2324947
2022-10-09,External SSD 1TB,Storage,Bandung,1,1652388,1652388
2022-10-09,USB Hub,Accessories,Semarang,1,303803,303803
2022-10-09,Laptop Gaming,Electronics,Bandung,3,13841287,41523861
2022-10-09,External SSD 1TB,Storage,Surabaya,3,1669959,5009877
2022-10-09,Laptop Office,Electronics,Bandung,1,7680048,7680048
2022-10-09,Laptop Gaming,Electronics,Surabaya,2,14344959,28689918
2022-10-09,RAM 16GB,Components,Bandung,2,1225017,2450034
2022-10-09,Wireless Headphones,Accessories,Medan,1,1595023,1595023
2022-10-09,Wireless Headphones,Accessories,Makassar,1,1578404,1578404
2022-10-09,External SSD 1TB,Storage,Yogyakarta,4,1714494,6857976
2022-10-09,Smartphone Pro,Electronics,Medan,3,11388745,34166235
2022-10-09,USB Hub,Accessories,Jakarta,3,327947,983841
2022-10-09,Wireless Headphones,Accessories,Medan,2,1352470,2704940
